iso_639_1,movie_id,name
en,1967.0,English
ro,1967.0,Română
en,1968.0,English
it,1968.0,Italiano
en,1969.0,English
af,1969.0,Afrikaans
es,1969.0,Español
en,1970.0,English
fi,1971.0,suomi
en,1971.0,English
en,1972.0,English
en,1973.0,English
en,1974.0,English
en,1975.0,English
ru,1976.0,Pусский
en,1977.0,English
en,1978.0,English
en,1979.0,English
zh,1980.0,普通话
ja,1980.0,日本語
cn,1980.0,广州话 / 廣州話
en,1981.0,English
en,1982.0,English
en,1983.0,English
en,1984.0,English
et,1985.0,Eesti
en,1985.0,English
ko,1985.0,한국어/조선말
ro,1986.0,Română
tr,1986.0,Türkçe
zh,1987.0,普通话
en,1987.0,English
de,1988.0,Deutsch
hi,1988.0,हिन्दी
en,1989.0,English
hi,1990.0,हिन्दी
en,1991.0,English
en,1992.0,English
ta,1993.0,தமிழ்
en,1994.0,English
en,1995.0,English
de,1996.0,Deutsch
en,1996.0,English
fr,1996.0,Français
it,1996.0,Italiano
ar,1997.0,العربية
en,1997.0,English
en,1998.0,English
fr,1998.0,Français
fr,1999.0,Français
en,1999.0,English
en,2000.0,English
en,2001.0,English
en,2002.0,English
de,2002.0,Deutsch
en,2003.0,English
en,2004.0,English
ru,2005.0,Pусский
en,2005.0,English
en,2006.0,English
de,2006.0,Deutsch
es,2006.0,Español
en,2007.0,English
en,2008.0,English
es,2008.0,Español
ru,2009.0,Pусский
ru,2010.0,Pусский
en,2011.0,English
en,2012.0,English
en,2013.0,English
en,2014.0,English
he,2014.0,עִבְרִית
yi,2014.0,
fr,2015.0,Français
en,2015.0,English
en,2016.0,English
en,2017.0,English
en,2018.0,English
en,2019.0,English
en,2020.0,English
en,2021.0,English
en,2022.0,English
en,2023.0,English
en,2024.0,English
en,2025.0,English
de,2026.0,Deutsch
en,2027.0,English
te,2028.0,తెలుగు
en,2029.0,English
en,2030.0,English
tr,2030.0,Türkçe
en,2031.0,English
en,2032.0,English
en,2033.0,English
cs,2034.0,Český
en,2034.0,English
en,2035.0,English
en,2036.0,English
en,2037.0,English
ml,2038.0,
en,2039.0,English
en,2040.0,English
ar,2041.0,العربية
en,2041.0,English
fr,2041.0,Français
ro,2041.0,Română
en,2042.0,English
en,2043.0,English
es,2043.0,Español
ja,2043.0,日本語
en,2044.0,English
es,2044.0,Español
en,2045.0,English
en,2046.0,English
vi,2046.0,Tiếng Việt
fr,2046.0,Français
en,2047.0,English
en,2048.0,English
en,2049.0,English
de,2049.0,Deutsch
en,2050.0,English
ru,2050.0,Pусский
fr,2050.0,Français
en,2051.0,English
en,2052.0,English
cn,2053.0,广州话 / 廣州話
zh,2053.0,普通话
th,2053.0,ภาษาไทย
en,2054.0,English
cs,2055.0,Český
en,2055.0,English
sr,2055.0,Srpski
en,2056.0,English
en,2057.0,English
en,2058.0,English
en,2059.0,English
en,2060.0,English
en,2061.0,English
en,2062.0,English
en,2063.0,English
ru,2063.0,Pусский
de,2063.0,Deutsch
it,2063.0,Italiano
en,2064.0,English
cn,2065.0,广州话 / 廣州話
zh,2065.0,普通话
ko,2066.0,한국어/조선말
en,2066.0,English
es,2067.0,Español
en,2068.0,English
en,2069.0,English
ja,2069.0,日本語
ru,2069.0,Pусский
en,2070.0,English
en,2071.0,English
fr,2071.0,Français
it,2071.0,Italiano
en,2072.0,English
en,2073.0,English
en,2074.0,English
ru,2075.0,Pусский
en,2076.0,English
en,2077.0,English
en,2078.0,English
en,2079.0,English
fr,2079.0,Français
ru,2080.0,Pусский
en,2081.0,English
es,2081.0,Español
en,2082.0,English
en,2083.0,English
ko,2084.0,한국어/조선말
en,2085.0,English
en,2086.0,English
en,2087.0,English
es,2087.0,Español
en,2088.0,English
es,2089.0,Español
en,2089.0,English
it,2090.0,Italiano
en,2091.0,English
es,2091.0,Español
en,2092.0,English
en,2093.0,English
en,2094.0,English
zh,2095.0,普通话
cn,2095.0,广州话 / 廣州話
en,2095.0,English
ja,2096.0,日本語
en,2096.0,English
en,2097.0,English
en,2098.0,English
en,2099.0,English
fr,2099.0,Français
en,2100.0,English
en,2101.0,English
zh,2102.0,普通话
en,2102.0,English
en,2103.0,English
uk,2103.0,Український
en,2104.0,English
en,2105.0,English
en,2106.0,English
en,2107.0,English
en,2108.0,English
en,2109.0,English
en,2110.0,English
ja,2110.0,日本語
ml,2111.0,
ta,2111.0,தமிழ்
en,2112.0,English
ru,2112.0,Pусский
en,2113.0,English
en,2114.0,English
en,2115.0,English
en,2116.0,English
en,2117.0,English
fr,2117.0,Français
en,2118.0,English
tl,2118.0,
en,2119.0,English
he,2119.0,עִבְרִית
en,2120.0,English
en,2121.0,English
en,2122.0,English
ko,2122.0,한국어/조선말
en,2123.0,English
en,2124.0,English
en,2125.0,English
en,2126.0,English
pt,2126.0,Português
en,2127.0,English
en,2128.0,English
fr,2128.0,Français
de,2128.0,Deutsch
th,2128.0,ภาษาไทย
en,2129.0,English
en,2130.0,English
it,2130.0,Italiano
es,2130.0,Español
en,2131.0,English
en,2132.0,English
en,2133.0,English
ru,2133.0,Pусский
sr,2133.0,Srpski
en,2134.0,English
th,2134.0,ภาษาไทย
en,2135.0,English
la,2135.0,Latin
en,2136.0,English
es,2136.0,Español
en,2137.0,English
en,2138.0,English
en,2139.0,English
en,2140.0,English
af,2141.0,Afrikaans
en,2141.0,English
zu,2141.0,isiZulu
es,2142.0,Español
en,2142.0,English
en,2143.0,English
es,2143.0,Español
en,2144.0,English
en,2145.0,English
en,2146.0,English
zh,2147.0,普通话
en,2147.0,English
en,2148.0,English
en,2149.0,English
hi,2149.0,हिन्दी
de,2149.0,Deutsch
en,2150.0,English
ru,2151.0,Pусский
da,2152.0,Dansk
en,2152.0,English
fr,2152.0,Français
de,2152.0,Deutsch
es,2152.0,Español
en,2153.0,English
es,2153.0,Español
es,2154.0,Español
pl,2155.0,Polski
ru,2155.0,Pусский
en,2156.0,English
en,2157.0,English
en,2158.0,English
en,2159.0,English
is,2159.0,Íslenska
pt,2159.0,Português
fr,2159.0,Français
tl,2159.0,
de,2159.0,Deutsch
it,2159.0,Italiano
en,2160.0,English
pa,2160.0,ਪੰਜਾਬੀ
en,2161.0,English
en,2162.0,English
es,2162.0,Español
en,2163.0,English
en,2164.0,English
es,2165.0,Español
en,2165.0,English
en,2166.0,English
en,2167.0,English
en,2168.0,English
en,2169.0,English
en,2170.0,English
en,2171.0,English
fr,2171.0,Français
en,2172.0,English
en,2173.0,English
fi,2173.0,suomi
it,2174.0,Italiano
fa,2175.0,فارسی
en,2176.0,English
it,2177.0,Italiano
fr,2177.0,Français
es,2177.0,Español
en,2177.0,English
ca,2177.0,Català
da,2177.0,Dansk
de,2177.0,Deutsch
en,2178.0,English
en,2179.0,English
en,2180.0,English
en,2181.0,English
en,2182.0,English
en,2183.0,English
de,2183.0,Deutsch
en,2184.0,English
en,2185.0,English
en,2186.0,English
en,2187.0,English
en,2188.0,English
fr,2188.0,Français
en,2189.0,English
en,2190.0,English
en,2191.0,English
fr,2191.0,Français
en,2192.0,English
cn,2193.0,广州话 / 廣州話
en,2193.0,English
zh,2193.0,普通话
th,2193.0,ภาษาไทย
ja,2194.0,日本語
en,2195.0,English
en,2196.0,English
de,2196.0,Deutsch
en,2197.0,English
ga,2197.0,Gaeilge
de,2198.0,Deutsch
en,2198.0,English
ru,2199.0,Pусский
en,2200.0,English
en,2201.0,English
en,2202.0,English
en,2203.0,English
en,2204.0,English
en,2205.0,English
en,2206.0,English
fa,2206.0,فارسی
es,2206.0,Español
zh,2206.0,普通话
ko,2206.0,한국어/조선말
en,2207.0,English
en,2208.0,English
en,2209.0,English
fr,2209.0,Français
en,2210.0,English
fr,2211.0,Français
en,2212.0,English
es,2212.0,Español
en,2213.0,English
es,2214.0,Español
cs,2215.0,Český
en,2215.0,English
en,2216.0,English
en,2217.0,English
en,2218.0,English
en,2219.0,English
en,2220.0,English
it,2221.0,Italiano
fr,2222.0,Français
en,2222.0,English
de,2222.0,Deutsch
en,2223.0,English
fr,2223.0,Français
ru,2223.0,Pусский
vi,2223.0,Tiếng Việt
en,2224.0,English
bn,2225.0,বাংলা
en,2226.0,English
en,2227.0,English
en,2228.0,English
en,2229.0,English
fr,2229.0,Français
ru,2229.0,Pусский
en,2230.0,English
en,2231.0,English
en,2232.0,English
fr,2232.0,Français
en,2233.0,English
en,2234.0,English
es,2234.0,Español
en,2235.0,English
en,2236.0,English
pt,2237.0,Português
en,2237.0,English
fr,2237.0,Français
ja,2237.0,日本語
en,2238.0,English
en,2239.0,English
hi,2240.0,हिन्दी
en,2241.0,English
ja,2242.0,日本語
en,2242.0,English
fr,2242.0,Français
gd,2242.0,
de,2242.0,Deutsch
en,2243.0,English
ar,2243.0,العربية
en,2244.0,English
en,2245.0,English
en,2246.0,English
en,2247.0,English
en,2248.0,English
es,2248.0,Español
en,2249.0,English
en,2250.0,English
en,2251.0,English
hi,2252.0,हिन्दी
en,2253.0,English
pt,2254.0,Português
fr,2255.0,Français
en,2256.0,English
fr,2257.0,Français
en,2258.0,English
en,2259.0,English
en,2260.0,English
en,2261.0,English
it,2261.0,Italiano
en,2262.0,English
en,2263.0,English
en,2264.0,English
en,2265.0,English
ta,2266.0,தமிழ்
en,2267.0,English
fr,2267.0,Français
en,2268.0,English
en,2269.0,English
pt,2269.0,Português
ps,2269.0,پښتو
ru,2269.0,Pусский
ur,2269.0,اردو
en,2270.0,English
en,2271.0,English
it,2271.0,Italiano
de,2272.0,Deutsch
en,2273.0,English
fr,2273.0,Français
en,2274.0,English
en,2275.0,English
en,2276.0,English
de,2277.0,Deutsch
no,2277.0,Norsk
en,2277.0,English
fr,2278.0,Français
en,2279.0,English
en,2280.0,English
en,2281.0,English
en,2282.0,English
en,2283.0,English
en,2284.0,English
ja,2285.0,日本語
en,2286.0,English
en,2287.0,English
hi,2288.0,हिन्दी
ru,2289.0,Pусский
en,2290.0,English
en,2291.0,English
en,2292.0,English
ru,2293.0,Pусский
en,2294.0,English
en,2295.0,English
en,2296.0,English
en,2297.0,English
en,2298.0,English
da,2299.0,Dansk
en,2300.0,English
en,2301.0,English
ru,2302.0,Pусский
de,2303.0,Deutsch
en,2304.0,English
es,2304.0,Español
en,2305.0,English
es,2306.0,Español
en,2306.0,English
ja,2307.0,日本語
en,2308.0,English
es,2308.0,Español
en,2309.0,English
en,2310.0,English
fr,2311.0,Français
en,2312.0,English
en,2313.0,English
en,2314.0,English
en,2315.0,English
en,2316.0,English
en,2317.0,English
en,2318.0,English
en,2319.0,English
en,2320.0,English
en,2321.0,English
en,2322.0,English
fr,2322.0,Français
es,2322.0,Español
eu,2322.0,euskera
en,2323.0,English
xx,2324.0,No Language
en,2325.0,English
en,2326.0,English
en,2327.0,English
en,2328.0,English
en,2329.0,English
de,2329.0,Deutsch
en,2330.0,English
ko,2330.0,한국어/조선말
zh,2330.0,普通话
en,2331.0,English
en,2332.0,English
en,2333.0,English
en,2334.0,English
ja,2334.0,日本語
ru,2334.0,Pусский
zh,2335.0,普通话
de,2336.0,Deutsch
fr,2336.0,Français
en,2337.0,English
es,2337.0,Español
en,2338.0,English
en,2339.0,English
en,2340.0,English
es,2340.0,Español
en,2341.0,English
en,2342.0,English
it,2342.0,Italiano
tr,2343.0,Türkçe
en,2344.0,English
en,2345.0,English
fr,2345.0,Français
en,2346.0,English
en,2347.0,English
fr,2347.0,Français
de,2347.0,Deutsch
en,2348.0,English
en,2349.0,English
de,2350.0,Deutsch
fr,2350.0,Français
la,2350.0,Latin
ar,2350.0,العربية
el,2350.0,ελληνικά
en,2350.0,English
en,2351.0,English
en,2352.0,English
si,2352.0,
en,2353.0,English
hi,2354.0,हिन्दी
ta,2354.0,தமிழ்
en,2355.0,English
en,2356.0,English
en,2357.0,English
it,2357.0,Italiano
en,2358.0,English
en,2359.0,English
en,2360.0,English
fr,2361.0,Français
es,2361.0,Español
cs,2362.0,Český
en,2362.0,English
en,2363.0,English
en,2364.0,English
en,2365.0,English
de,2366.0,Deutsch
en,2367.0,English
en,2368.0,English
es,2368.0,Español
cn,2369.0,广州话 / 廣州話
en,2370.0,English
en,2371.0,English
en,2372.0,English
es,2372.0,Español
en,2373.0,English
fr,2373.0,Français
en,2374.0,English
en,2375.0,English
en,2376.0,English
hi,2377.0,हिन्दी
en,2378.0,English
en,2379.0,English
en,2380.0,English
en,2381.0,English
en,2382.0,English
en,2383.0,English
fr,2384.0,Français
it,2384.0,Italiano
en,2385.0,English
en,2386.0,English
en,2387.0,English
en,2388.0,English
hr,2389.0,Hrvatski
en,2389.0,English
ja,2390.0,日本語
hi,2391.0,हिन्दी
en,2392.0,English
fr,2392.0,Français
ja,2393.0,日本語
en,2394.0,English
es,2395.0,Español
en,2395.0,English
en,2396.0,English
fr,2396.0,Français
sv,2396.0,svenska
ta,2396.0,தமிழ்
pt,2397.0,Português
en,2397.0,English
it,2397.0,Italiano
en,2398.0,English
en,2399.0,English
ja,2400.0,日本語
en,2401.0,English
en,2402.0,English
en,2403.0,English
ko,2403.0,한국어/조선말
en,2404.0,English
en,2405.0,English
en,2406.0,English
en,2407.0,English
en,2408.0,English
en,2409.0,English
en,2410.0,English
en,2411.0,English
en,2412.0,English
fr,2412.0,Français
en,2413.0,English
ko,2413.0,한국어/조선말
en,2414.0,English
en,2415.0,English
en,2416.0,English
pt,2416.0,Português
es,2417.0,Español
en,2417.0,English
en,2418.0,English
fr,2418.0,Français
de,2418.0,Deutsch
en,2419.0,English
en,2420.0,English
es,2420.0,Español
en,2421.0,English
fr,2422.0,Français
tr,2422.0,Türkçe
en,2423.0,English
fr,2423.0,Français
ta,2424.0,தமிழ்
en,2425.0,English
en,2426.0,English
es,2427.0,Español
en,2429.0,English
en,2430.0,English
fr,2430.0,Français
en,2431.0,English
en,2432.0,English
en,2433.0,English
es,2433.0,Español
en,2434.0,English
en,2435.0,English
cn,2436.0,广州话 / 廣州話
hi,2437.0,हिन्दी
en,2438.0,English
en,2439.0,English
en,2440.0,English
es,2440.0,Español
en,2441.0,English
en,2442.0,English
en,2443.0,English
en,2444.0,English
en,2445.0,English
en,2446.0,English
en,2447.0,English
en,2448.0,English
cs,2449.0,Český
en,2449.0,English
el,2449.0,ελληνικά
ru,2449.0,Pусский
en,2450.0,English
la,2451.0,Latin
es,2451.0,Español
en,2451.0,English
en,2452.0,English
en,2453.0,English
en,2454.0,English
en,2455.0,English
en,2456.0,English
en,2457.0,English
en,2458.0,English
en,2459.0,English
en,2460.0,English
de,2461.0,Deutsch
en,2461.0,English
it,2461.0,Italiano
sw,2461.0,Kiswahili
zh,2462.0,普通话
en,2463.0,English
fr,2464.0,Français
en,2465.0,English
en,2466.0,English
ru,2467.0,Pусский
en,2467.0,English
en,2468.0,English
en,2469.0,English
en,2470.0,English
es,2470.0,Español
en,2471.0,English
en,2472.0,English
en,2473.0,English
en,2474.0,English
zh,2475.0,普通话
en,2476.0,English
en,2477.0,English
en,2478.0,English
en,2479.0,English
en,2480.0,English
hi,2481.0,हिन्दी
en,2482.0,English
en,2483.0,English
ja,2483.0,日本語
en,2484.0,English
cn,2485.0,广州话 / 廣州話
en,2485.0,English
en,2486.0,English
en,2487.0,English
en,2488.0,English
en,2489.0,English
en,2490.0,English
en,2491.0,English
en,2492.0,English
en,2493.0,English
de,2493.0,Deutsch
en,2494.0,English
en,2495.0,English
en,2496.0,English
fr,2496.0,Français
de,2496.0,Deutsch
en,2497.0,English
ja,2498.0,日本語
en,2498.0,English
it,2498.0,Italiano
ru,2499.0,Pусский
kw,2500.0,
en,2500.0,English
en,2501.0,English
en,2502.0,English
en,2503.0,English
en,2504.0,English
en,2505.0,English
ru,2506.0,Pусский
en,2507.0,English
en,2508.0,English
es,2508.0,Español
ko,2508.0,한국어/조선말
hr,2509.0,Hrvatski
en,2509.0,English
fr,2509.0,Français
de,2509.0,Deutsch
it,2509.0,Italiano
ko,2509.0,한국어/조선말
pt,2509.0,Português
ru,2509.0,Pусский
es,2509.0,Español
en,2510.0,English
fi,2511.0,suomi
en,2512.0,English
de,2512.0,Deutsch
en,2513.0,English
en,2514.0,English
en,2515.0,English
de,2516.0,Deutsch
en,2516.0,English
fr,2516.0,Français
en,2517.0,English
fr,2518.0,Français
pt,2518.0,Português
en,2519.0,English
he,2519.0,עִבְרִית
en,2520.0,English
it,2520.0,Italiano
yi,2520.0,
en,2521.0,English
en,2522.0,English
en,2523.0,English
en,2524.0,English
cn,2525.0,广州话 / 廣州話
en,2526.0,English
en,2527.0,English
es,2528.0,Español
en,2528.0,English
en,2529.0,English
en,2530.0,English
ru,2530.0,Pусский
ar,2531.0,العربية
en,2531.0,English
fr,2532.0,Français
it,2532.0,Italiano
ru,2532.0,Pусский
es,2532.0,Español
en,2532.0,English
en,2533.0,English
en,2534.0,English
fr,2534.0,Français
en,2535.0,English
en,2536.0,English
en,2537.0,English
de,2538.0,Deutsch
en,2538.0,English
de,2539.0,Deutsch
hi,2539.0,हिन्दी
en,2540.0,English
ko,2541.0,한국어/조선말
en,2542.0,English
en,2543.0,English
en,2544.0,English
en,2545.0,English
ar,2546.0,العربية
en,2546.0,English
zh,2546.0,普通话
en,2547.0,English
ru,2547.0,Pусский
en,2548.0,English
en,2549.0,English
es,2549.0,Español
en,2550.0,English
en,2551.0,English
es,2552.0,Español
en,2552.0,English
en,2553.0,English
en,2554.0,English
fr,2555.0,Français
en,2556.0,English
en,2557.0,English
en,2558.0,English
en,2559.0,English
ru,2560.0,Pусский
en,2561.0,English
en,2562.0,English
en,2563.0,English
en,2564.0,English
hi,2564.0,हिन्दी
en,2565.0,English
en,2566.0,English
en,2567.0,English
hi,2568.0,हिन्दी
en,2569.0,English
en,2570.0,English
en,2571.0,English
en,2572.0,English
de,2572.0,Deutsch
zh,2573.0,普通话
th,2573.0,ภาษาไทย
ja,2574.0,日本語
en,2575.0,English
en,2576.0,English
en,2577.0,English
pt,2577.0,Português
xx,2578.0,No Language
en,2579.0,English
en,2580.0,English
fr,2580.0,Français
pl,2580.0,Polski
en,2581.0,English
en,2582.0,English
en,2583.0,English
sv,2583.0,svenska
en,2584.0,English
en,2585.0,English
hu,2585.0,Magyar
en,2586.0,English
en,2587.0,English
fr,2587.0,Français
en,2588.0,English
en,2589.0,English
fr,2590.0,Français
en,2590.0,English
pl,2590.0,Polski
pt,2590.0,Português
en,2591.0,English
la,2592.0,Latin
en,2592.0,English
fr,2592.0,Français
de,2592.0,Deutsch
en,2593.0,English
en,2594.0,English
it,2594.0,Italiano
de,2595.0,Deutsch
hu,2595.0,Magyar
en,2596.0,English
en,2597.0,English
en,2598.0,English
en,2599.0,English
de,2599.0,Deutsch
en,2600.0,English
fr,2601.0,Français
en,2602.0,English
en,2603.0,English
en,2604.0,English
en,2605.0,English
en,2606.0,English
en,2607.0,English
en,2608.0,English
pl,2608.0,Polski
en,2609.0,English
en,2610.0,English
ja,2611.0,日本語
ko,2611.0,한국어/조선말
en,2612.0,English
en,2613.0,English
de,2613.0,Deutsch
tr,2613.0,Türkçe
ar,2613.0,العربية
en,2614.0,English
en,2615.0,English
en,2616.0,English
de,2616.0,Deutsch
en,2617.0,English
he,2618.0,עִבְרִית
la,2618.0,Latin
en,2619.0,English
fr,2619.0,Français
it,2619.0,Italiano
pt,2620.0,Português
en,2620.0,English
hu,2620.0,Magyar
en,2621.0,English
en,2622.0,English
ja,2623.0,日本語
fr,2624.0,Français
en,2624.0,English
en,2625.0,English
es,2626.0,Español
ja,2627.0,日本語
en,2627.0,English
en,2628.0,English
ro,2629.0,Română
en,2631.0,English
en,2632.0,English
en,2633.0,English
en,2634.0,English
de,2635.0,Deutsch
zh,2635.0,普通话
en,2636.0,English
en,2637.0,English
en,2638.0,English
en,2639.0,English
en,2640.0,English
en,2641.0,English
en,2642.0,English
en,2643.0,English
en,2644.0,English
en,2645.0,English
zh,2646.0,普通话
en,2647.0,English
en,2648.0,English
ru,2648.0,Pусский
fr,2648.0,Français
ar,2648.0,العربية
sv,2648.0,svenska
en,2649.0,English
de,2650.0,Deutsch
en,2650.0,English
es,2650.0,Español
en,2651.0,English
en,2652.0,English
ru,2652.0,Pусский
en,2653.0,English
eo,2653.0,Esperanto
en,2654.0,English
de,2655.0,Deutsch
fr,2655.0,Français
ja,2655.0,日本語
en,2656.0,English
el,2656.0,ελληνικά
en,2657.0,English
es,2657.0,Español
sv,2657.0,svenska
th,2657.0,ภาษาไทย
en,2658.0,English
fr,2658.0,Français
fr,2659.0,Français
en,2659.0,English
en,2660.0,English
en,2661.0,English
en,2662.0,English
ta,2663.0,தமிழ்
en,2664.0,English
en,2665.0,English
en,2666.0,English
en,2667.0,English
en,2668.0,English
fr,2668.0,Français
es,2668.0,Español
en,2669.0,English
en,2670.0,English
en,2671.0,English
en,2672.0,English
fr,2672.0,Français
en,2673.0,English
en,2674.0,English
fr,2674.0,Français
sv,2674.0,svenska
zh,2675.0,普通话
en,2675.0,English
fr,2676.0,Français
en,2676.0,English
da,2677.0,Dansk
en,2677.0,English
es,2677.0,Español
de,2678.0,Deutsch
en,2678.0,English
fr,2678.0,Français
it,2678.0,Italiano
en,2679.0,English
fr,2679.0,Français
en,2680.0,English
en,2681.0,English
en,2682.0,English
en,2683.0,English
de,2683.0,Deutsch
ru,2683.0,Pусский
en,2684.0,English
en,2685.0,English
en,2686.0,English
fr,2688.0,Français
ar,2689.0,العربية
id,2689.0,Bahasa indonesia
ja,2689.0,日本語
en,2689.0,English
en,2690.0,English
en,2691.0,English
en,2692.0,English
de,2692.0,Deutsch
en,2693.0,English
es,2693.0,Español
ko,2693.0,한국어/조선말
en,2694.0,English
en,2695.0,English
en,2696.0,English
en,2697.0,English
en,2698.0,English
en,2699.0,English
fr,2699.0,Français
es,2699.0,Español
en,2700.0,English
en,2701.0,English
de,2701.0,Deutsch
en,2702.0,English
en,2703.0,English
en,2704.0,English
en,2705.0,English
en,2706.0,English
ru,2706.0,Pусский
en,2707.0,English
en,2708.0,English
en,2709.0,English
en,2710.0,English
th,2710.0,ภาษาไทย
en,2711.0,English
hi,2712.0,हिन्दी
ta,2712.0,தமிழ்
te,2712.0,తెలుగు
en,2713.0,English
en,2714.0,English
en,2715.0,English
en,2716.0,English
en,2717.0,English
en,2718.0,English
en,2719.0,English
en,2720.0,English
en,2721.0,English
en,2722.0,English
en,2723.0,English
en,2724.0,English
de,2724.0,Deutsch
en,2725.0,English
en,2726.0,English
en,2727.0,English
sv,2728.0,svenska
en,2728.0,English
es,2729.0,Español
en,2730.0,English
en,2731.0,English
mi,2731.0,
en,2732.0,English
en,2733.0,English
en,2734.0,English
es,2734.0,Español
en,2735.0,English
en,2736.0,English
en,2737.0,English
fr,2738.0,Français
en,2738.0,English
es,2738.0,Español
it,2738.0,Italiano
de,2738.0,Deutsch
en,2739.0,English
fr,2739.0,Français
es,2739.0,Español
fr,2740.0,Français
en,2740.0,English
en,2741.0,English
ja,2742.0,日本語
cn,2743.0,广州话 / 廣州話
en,2744.0,English
en,2745.0,English
en,2746.0,English
fr,2746.0,Français
en,2747.0,English
fr,2748.0,Français
en,2749.0,English
ru,2749.0,Pусский
en,2750.0,English
ko,2751.0,한국어/조선말
fr,2752.0,Français
en,2752.0,English
ja,2752.0,日本語
en,2753.0,English
ru,2754.0,Pусский
en,2754.0,English
he,2754.0,עִבְרִית
de,2755.0,Deutsch
es,2755.0,Español
en,2756.0,English
es,2756.0,Español
en,2757.0,English
en,2758.0,English
fr,2758.0,Français
de,2758.0,Deutsch
en,2759.0,English
cn,2760.0,广州话 / 廣州話
en,2761.0,English
zh,2761.0,普通话
ro,2762.0,Română
en,2763.0,English
pl,2763.0,Polski
en,2764.0,English
hu,2764.0,Magyar
hi,2765.0,हिन्दी
en,2765.0,English
it,2766.0,Italiano
en,2767.0,English
fr,2767.0,Français
en,2768.0,English
en,2769.0,English
en,2770.0,English
en,2771.0,English
en,2772.0,English
en,2773.0,English
es,2774.0,Español
en,2774.0,English
ar,2774.0,العربية
en,2775.0,English
en,2776.0,English
en,2777.0,English
it,2777.0,Italiano
ja,2777.0,日本語
ru,2777.0,Pусский
en,2778.0,English
en,2779.0,English
en,2780.0,English
en,2781.0,English
en,2782.0,English
en,2783.0,English
en,2784.0,English
es,2784.0,Español
en,2785.0,English
en,2787.0,English
en,2788.0,English
fr,2789.0,Français
en,2789.0,English
en,2790.0,English
en,2791.0,English
en,2792.0,English
pl,2792.0,Polski
pt,2792.0,Português
es,2792.0,Español
en,2793.0,English
ja,2793.0,日本語
nv,2793.0,
en,2794.0,English
en,2795.0,English
en,2796.0,English
fr,2797.0,Français
en,2798.0,English
en,2799.0,English
en,2800.0,English
en,2801.0,English
en,2802.0,English
en,2803.0,English
en,2804.0,English
es,2805.0,Español
ja,2806.0,日本語
en,2806.0,English
en,2807.0,English
hi,2808.0,हिन्दी
it,2808.0,Italiano
ur,2808.0,اردو
en,2809.0,English
en,2810.0,English
en,2811.0,English
en,2812.0,English
en,2813.0,English
hu,2813.0,Magyar
en,2814.0,English
en,2815.0,English
ru,2815.0,Pусский
en,2816.0,English
en,2817.0,English
fr,2817.0,Français
en,2818.0,English
en,2819.0,English
en,2820.0,English
es,2820.0,Español
ta,2821.0,தமிழ்
en,2822.0,English
en,2823.0,English
en,2824.0,English
en,2825.0,English
en,2826.0,English
en,2827.0,English
en,2828.0,English
de,2829.0,Deutsch
hi,2829.0,हिन्दी
en,2830.0,English
en,2831.0,English
en,2832.0,English
de,2833.0,Deutsch
en,2833.0,English
fr,2833.0,Français
en,2834.0,English
fr,2835.0,Français
en,2835.0,English
en,2836.0,English
en,2837.0,English
en,2838.0,English
en,2839.0,English
fr,2839.0,Français
en,2840.0,English
de,2841.0,Deutsch
en,2841.0,English
fr,2841.0,Français
cn,2842.0,广州话 / 廣州話
en,2842.0,English
en,2843.0,English
pl,2843.0,Polski
en,2844.0,English
en,2845.0,English
en,2846.0,English
en,2847.0,English
it,2847.0,Italiano
en,2848.0,English
en,2849.0,English
ru,2850.0,Pусский
en,2851.0,English
en,2852.0,English
en,2853.0,English
en,2854.0,English
en,2855.0,English
en,2856.0,English
ja,2857.0,日本語
hi,2858.0,हिन्दी
en,2859.0,English
it,2859.0,Italiano
ja,2859.0,日本語
yi,2859.0,
en,2860.0,English
gu,2860.0,
hi,2860.0,हिन्दी
mr,2860.0,
en,2861.0,English
hi,2861.0,हिन्दी
en,2862.0,English
ru,2863.0,Pусский
en,2864.0,English
fr,2864.0,Français
de,2865.0,Deutsch
it,2866.0,Italiano
la,2867.0,Latin
en,2867.0,English
fr,2867.0,Français
en,2868.0,English
en,2869.0,English
en,2870.0,English
uk,2871.0,Український
en,2871.0,English
it,2871.0,Italiano
en,2872.0,English
ja,2872.0,日本語
ru,2872.0,Pусский
es,2872.0,Español
uk,2873.0,Український
de,2873.0,Deutsch
pl,2873.0,Polski
ru,2873.0,Pусский
fr,2874.0,Français
en,2875.0,English
hy,2876.0,
en,2876.0,English
fr,2876.0,Français
en,2877.0,English
en,2878.0,English
de,2878.0,Deutsch
it,2878.0,Italiano
la,2878.0,Latin
en,2879.0,English
en,2880.0,English
en,2881.0,English
ru,2882.0,Pусский
en,2882.0,English
de,2882.0,Deutsch
en,2883.0,English
en,2884.0,English
en,2885.0,English
de,2885.0,Deutsch
de,2886.0,Deutsch
ar,2887.0,العربية
ku,2887.0,
en,2888.0,English
en,2889.0,English
en,2890.0,English
en,2891.0,English
en,2892.0,English
no,2892.0,Norsk
da,2892.0,Dansk
en,2893.0,English
en,2894.0,English
en,2895.0,English
en,2896.0,English
fr,2896.0,Français
en,2897.0,English
en,2898.0,English
en,2899.0,English
en,2900.0,English
ru,2901.0,Pусский
en,2902.0,English
en,2903.0,English
en,2904.0,English
fr,2904.0,Français
ur,2904.0,اردو
en,2905.0,English
en,2906.0,English
